"locid","address","X","Y","capacity","ID"
"39.1275726,-78.2056891","444 Shady Elm Road WINCHESTER VA 22602",39.1275726,-78.2056891,54,"l818"
"39.1073839,-77.5530753","510 Principal Drummond Way SE LEESBURG VA 20175",39.1073839,-77.5530753,75,"l819"
"38.2552394,-77.4928714","10800 Academy Drive FREDERICKSBURG VA 22408",38.2552394,-77.4928714,75,"l820"
"38.2956095,-77.4315151","365 Ferry Road FREDERICKSBURG VA 22405",38.2956095,-77.4315151,209,"l821"
"38.3016844,-77.4600909","810 Princess Anne Street FREDERICKSBURG VA 22401",38.3016844,-77.4600909,16,"l822"
"38.1533224,-78.5629577","4220 Free Union Road FREE UNION VA 22940",38.1533224,-78.5629577,25,"l823"
"38.7590857,-77.5194833","9100 Freedom Center Boulevard MANASSAS VA 20110",38.7590857,-77.5194833,300,"l824"
"38.9091007,-77.4701332","4090 Lafayette Center Drive CHANTILLY VA 20151",38.9091007,-77.4701332,124,"l825"
"39.1903467,-78.1593601","533 Fremont Street WINCHESTER VA 22601",39.1903467,-78.1593601,84,"l826"
"37.5525572,-77.4372532","1004 St. John Street RICHMOND VA 23220",37.5525572,-77.4372532,100,"l827"
"38.7608993,-77.095814","7204 Harrison Lane ALEXANDRIA VA 22306",38.7608993,-77.095814,64,"l828"
"36.8397046,-76.0959097","3637 Virginia Beach Boulevard VIRGINIA BEACH VA 23452",36.8397046,-76.0959097,34,"l829"
"38.9368904,-77.4110707","2709 West Ox Road HERNDON VA 20171",38.9368904,-77.4110707,50,"l830"
"37.3449056,-78.2338431","1787 Lockett Road RICE VA 23966",37.3449056,-78.2338431,60,"l831"
"38.8542168,-77.118204","870 S. Greenbrier Street ARLINGTON VA 22204",38.8542168,-77.118204,150,"l832"
"38.8863778,-77.0854932","2230 North Fairfax Drive ARLINGTON VA 22201",38.8863778,-77.0854932,25,"l833"
"38.8799456,-77.1158414","801 N. Wakefield Street ARLINGTON VA 22203",38.8799456,-77.1158414,27,"l834"
"38.8846385,-77.1380901","5819 Washington Blvd. ARLINGTON VA 22205",38.8846385,-77.1380901,28,"l835"
"37.514102,-77.3940796","1637 Williamsburg Road RICHMOND VA 23231",37.514102,-77.3940796,40,"l836"
"37.6975128,-77.1586271","121 Commerce Park Drive MANQUIN VA 23106",37.6975128,-77.1586271,115,"l837"
"38.743018,-77.4913802","9501 Dean Park Lane MANASSAS VA 20110",38.743018,-77.4913802,300,"l838"
"38.8495664,-77.0856943","3440 22nd Street South ARLINGTON VA 22204",38.8495664,-77.0856943,60,"l839"
"37.2959636,-78.3826722","821 Longwood Ave FARMVILLE VA 23901",37.2959636,-78.3826722,40,"l840"
"36.9138072,-76.2394254","7830 Jernigan Avenue NORFOLK VA 23513",36.9138072,-76.2394254,18,"l841"
"36.6947545,-80.8741213","8342 Carrollton Pike GALAX VA 24333",36.6947545,-80.8741213,16,"l842"
"36.6687919,-80.9107399","125 Rosenwald-Felts Drive GALAX VA 24333",36.6687919,-80.9107399,40,"l843"
"36.86743,-75.9821576","3928 Pacific Avenue VIRGINIA BEACH VA 23451",36.86743,-75.9821576,95,"l844"
"38.8402243,-77.2614611","3939 Prince William Drive FAIRFAX VA 22031",38.8402243,-77.2614611,38,"l845"
"38.7797873,-77.6005635","13710 Milestone Court GAINESVILLE VA 20155",38.7797873,-77.6005635,55,"l846"
"36.778928,-76.0038743","1801 General Booth Blvd. VIRGINIA BEACH VA 23454",36.778928,-76.0038743,140,"l847"
"38.5710302,-77.3170964","17565 Old Stage Coach Road DUMFRIES VA 22026",38.5710302,-77.3170964,200,"l848"
"37.0078443,-81.7907862","216 College Ridge Road 218 College Ridge Road CEDAR BLUFF VA 24609",37.0078443,-81.7907862,60,"l849"
"38.3948631,-78.8369372","3765 Taylor Spring Lane ROCKINGHAM VA 22801",38.3948631,-78.8369372,108,"l850"
"38.042897,-78.4435323","1525 Stony Point Road CHARLOTTESVILLE VA 22911",38.042897,-78.4435323,42,"l851"
"37.5072046,-77.3449153","5621 Corrugated Road RICHMOND VA 23231",37.5072046,-77.3449153,150,"l852"
"37.4927132,-77.5330557","7500 Cloverleaf Drive N. CHESTERFIELD VA 23225",37.4927132,-77.5330557,150,"l853"
"37.4247048,-77.4400183","2700 Bensley Commons Boulevard NORTH CHESTERFIELD VA 23237",37.4247048,-77.4400183,152,"l854"
"36.82064,-76.3456","3621 Turnpike Road PORTSMOUTH VA 23707",36.82064,-76.3456,30,"l855"
"38.8356668,-77.3045308","4402 University Drive FAIRFAX VA 22030",38.8356668,-77.3045308,145,"l856"
"38.7413285,-77.4728188","9444 Taney Road MANASSAS VA 20110-5933",38.7413285,-77.4728188,40,"l857"
"38.8389712,-77.3477866","4800 Mattie Moore Court FAIRFAX VA 22030",38.8389712,-77.3477866,32,"l858"
"36.8573903,-76.2925766","610 Mowbray Arch NORFOLK VA 23507",36.8573903,-76.2925766,95,"l859"
"36.8336852,-76.3448473","3500 King Street PORTSMOUTH VA 23707",36.8336852,-76.3448473,32,"l860"
"37.3274809,-80.7323304","701 WENONAH AVE. PEARISBURG VA 24134",37.3274809,-80.7323304,32,"l861"
"37.6206489,-77.2975942","8116 Walnut Grove Road MECHANICSVILLE VA 23111",37.6206489,-77.2975942,36,"l862"
"36.6903718,-76.9475171","305 Crescent Drive FRANKLIN VA 23851",36.6903718,-76.9475171,81,"l863"
"36.9404313,-82.6216266","201 Park Ave NE NORTON VA 24273",36.9404313,-82.6216266,50,"l864"
"36.6676725,-81.9663687","22417 Watauga Road ABINGDON VA 24211",36.6676725,-81.9663687,60,"l865"
"36.6039148,-82.1827745","885 Clinton Avenue BRISTOL VA 24201",36.6039148,-82.1827745,149,"l866"
"36.7910743,-81.7699436","337 North Glade Street GLADE SPRING VA 24340",36.7910743,-81.7699436,40,"l867"
"38.8549959,-77.1283371","5829 Glen Forest Drive FALLS CHURCH VA 22041",38.8549959,-77.1283371,100,"l868"
"36.8526965,-76.2511526","2932 East Virginia Beach Boulevard NORFOLK VA 23504",36.8526965,-76.2511526,40,"l869"
"37.0588186,-76.3261444","50 Willow Oaks Boulevard HAMPTON VA 23669",37.0588186,-76.3261444,175,"l870"
"37.0568813,-76.3250588","250 Fox Hill Road HAMPTON VA 23669",37.0568813,-76.3250588,380,"l871"
"37.2774791,-76.5030485","2475 Hayes Road HAYES VA 23072",37.2774791,-76.5030485,99,"l872"
"37.4233318,-76.5450525","8381 George Washington Memorial Hwy GLOUCESTER VA 23061",37.4233318,-76.5450525,57,"l873"
"39.0524613,-77.4398084","45091 Research Place ASHBURN VA 20147",39.0524613,-77.4398084,190,"l874"
"37.3525023,-77.3568769","13036 Rivers Bend Boulevard CHESTER VA 23836",37.3525023,-77.3568769,286,"l875"
"39.2265319,-78.1023406","101 Buccaneer Ct STEPHENSON VA 22656",39.2265319,-78.1023406,163,"l876"
"39.026432,-77.4069903","21631 Ridgetop Circle Suite 150 STERLING VA 20166",39.026432,-77.4069903,202,"l877"
"39.0237457,-77.4820726","43940 Farmwell Hunt Plaza ASHBURN VA 20147",39.0237457,-77.4820726,255,"l878"
"38.9273165,-77.5675693","24945 Lobo Drive ALDIE VA 20105",38.9273165,-77.5675693,90,"l879"
"37.1204861,-80.5692334","602 13th Street RADFORD VA 24141",37.1204861,-80.5692334,148,"l880"
"38.7382858,-77.476516","9750 Wellington Road MANASSAS VA 20110-6086",38.7382858,-77.476516,150,"l881"
"38.861898,-77.7759169","6507 Main St THE PLAINS VA 20198",38.861898,-77.7759169,58,"l882"
"37.1435455,-80.4166124","125 Scattergood Drive CHRISTIANSBURG VA 24073",37.1435455,-80.4166124,146,"l883"
"37.4053937,-76.6073558","3152 Hickory Fork Road GLOUCESTER VA 23061",37.4053937,-76.6073558,96,"l884"
"37.059184,-76.4261637","1184-1186 Big Bethel Road HAMPTON VA 23666",37.059184,-76.4261637,30,"l885"
"38.8157699,-77.1851133","4955 Sunset Lane ANNANDALE VA 22003",38.8157699,-77.1851133,218,"l886"
"38.9906231,-78.3613181","100 W. Washington Street STRASBURG VA 22657",38.9906231,-78.3613181,25,"l887"
"38.8115219,-77.0459896","618 N. Washington Street ALEXANDRIA VA 22314",38.8115219,-77.0459896,93,"l888"
"36.7146082,-76.2557735","520 Albemarle Drive CHESAPEAKE VA 23322",36.7146082,-76.2557735,124,"l889"
"36.704267,-76.2135549","701 Fentress Road CHESAPEAKE VA 23322",36.704267,-76.2135549,137,"l890"
"36.7057492,-76.240647","253 Fresno Drive CHESAPEAKE VA 23322",36.7057492,-76.240647,91,"l891"
"36.7105994,-76.2729472","929 Cedar Rd. CHESAPEAKE VA 23322",36.7105994,-76.2729472,150,"l892"
"36.7055014,-76.2350998","201 Stadium Drive CHESAPEAKE VA 23320",36.7055014,-76.2350998,157,"l893"
"36.7028056,-76.2342568","633 South Battlefield Boulevard CHESAPEAKE VA 23322",36.7028056,-76.2342568,140,"l894"
"38.9693804,-77.3317694","11155 N. Shore Drive RESTON VA 20190",38.9693804,-77.3317694,120,"l895"
"39.0015145,-77.2925025","701 Walker Road GREAT FALLS VA 22066",39.0015145,-77.2925025,100,"l896"
"38.9940163,-77.2888668","790 Walker Road GREAT FALLS VA 22066",38.9940163,-77.2888668,150,"l897"
"36.8657405,-76.0454236","2225 Rose Hall Drive VA. BEACH VA 23454",36.8657405,-76.0454236,120,"l898"
"36.7797071,-76.3363669","1069 N. George Washington Highway CHESAPEAKE VA 23323",36.7797071,-76.3363669,57,"l899"
"37.6054778,-77.4682029","2001 Ginter Street RICHMOND VA 23228",37.6054778,-77.4682029,32,"l900"
"38.7385032,-77.0842366","8100 Fordson Road ALEXANDRIA VA 22306",38.7385032,-77.0842366,158,"l901"
"38.7437616,-77.0833437","7839 Richmond Highway ALEXANDRIA VA 22306",38.7437616,-77.0833437,76,"l902"
"38.897179,-77.2740762","415 Windover Avenue VIENNA VA 22180",38.897179,-77.2740762,60,"l903"
"36.7614158,-76.2239494","1033 Greenbrier Parkway CHESAPEAKE VA 23320",36.7614158,-76.2239494,170,"l904"
"36.7479925,-76.2226316","725 Greenbrier Parkway CHESAPEAKE VA 23320",36.7479925,-76.2226316,150,"l905"
"36.742172,-76.2127588","700 Warrington Square CHESAPEAKE VA 23320",36.742172,-76.2127588,167,"l906"
"38.2377472,-78.3810897","204 New Life Drive RUCKERSVILLE VA 22968",38.2377472,-78.3810897,115,"l907"
"36.9598983,-78.1175785","511 E 5th Avenue KENBRIDGE VA 23944",36.9598983,-78.1175785,22,"l908"
"38.7498177,-77.297967","7600 Ox Road FAIRFAX STATION VA 22039",38.7498177,-77.297967,200,"l909"
"37.2846919,-79.994883","627 Westwood Blvd. NW ROANOKE VA 24017",37.2846919,-79.994883,185,"l910"
"37.4372688,-77.6500553","3704 Brandermill Parkway MIDLOTHIAN VA 23112",37.4372688,-77.6500553,99,"l911"
"37.1758644,-76.5269653","13460 Woodside Lane NEWPORT NEWS VA 23608",37.1758644,-76.5269653,120,"l912"
"36.8614651,-76.1757021","5691 Hampshire Lane VIRGINIA BEACH VA 23462",36.8614651,-76.1757021,104,"l913"
"36.8705451,-76.2250218","5038 East Princess Anne Road NORFOLK VA 23502",36.8705451,-76.2250218,62,"l914"
"38.7679595,-77.0948362","6900 Harrison Lane ALEXANDRIA VA 22306",38.7679595,-77.0948362,100,"l915"
"37.1238756,-76.52944","13780 Warwick Boulevard NEWPORT NEWS VA 23602",37.1238756,-76.52944,24,"l916"
"38.2215937,-77.5045205","9807 Jefferson Davis Highway FREDERICKSBURG VA 22407",38.2215937,-77.5045205,240,"l917"
"36.7745828,-76.5790522","2802 Godwin Boulevard SUFFOLK VA 23434",36.7745828,-76.5790522,120,"l918"
"37.2680466,-79.8662825","2102 (A&B) Hardy Road VINTON VA 24179",37.2680466,-79.8662825,32,"l919"
"38.2555278,-78.1348407","13775 Spicers Mill Road ORANGE VA 22960",38.2555278,-78.1348407,20,"l920"
"38.944156,-77.562768","24328 Marrwood Dr ALDIE VA 20105",38.944156,-77.562768,450,"l921"
"39.0167436,-77.5180946","42945 Waxpool Rd ASHBURN VA 20148",39.0167436,-77.5180946,300,"l922"
"39.015315,-77.4938124","21711 Shellhorn Rd ASHBURN VA 20147",39.015315,-77.4938124,74,"l923"
"38.7878887,-77.2938939","6000 School House Woods Rd. BURKE VA 22015",38.7878887,-77.2938939,82,"l924"
"38.8777987,-77.4353256","4550 Walney Rd CHANTILLY VA 20151",38.8777987,-77.4353256,337,"l925"
"38.8536372,-77.3155257","3909 Oak St FAIRFAX VA 22030",38.8536372,-77.3155257,52,"l926"
"38.9524946,-77.403986","13251 Woodland Park Rd HERNDON VA 20171",38.9524946,-77.403986,150,"l927"
"38.62524,-77.3467547","3551 Waterway Drive DUMFRIES VA 22025",38.62524,-77.3467547,116,"l928"
"38.9977764,-77.344154","11579 Cedar Chase Rd HERNDON VA 20170",38.9977764,-77.344154,160,"l929"
"38.9230155,-77.5094934","43181 Amberwood Plaza CHANTILLY VA 20152",38.9230155,-77.5094934,112,"l930"
"38.8410008,-77.1089502","3475 N. Beauregard St. Suite 301 ALEXANDRIA VA 22302",38.8410008,-77.1089502,179,"l931"
"38.6848381,-77.2097072","10100 Gunston Road LORTON VA 22079",38.6848381,-77.2097072,75,"l932"
"37.8789259,-75.5813866","28281 Main Street HALLWOOD VA 23359",37.8789259,-75.5813866,82,"l933"
"37.0322046,-76.3614674","1 YMCA Way HAMPTON VA 23669",37.0322046,-76.3614674,260,"l934"
"37.1065094,-76.4801591","739 Academy Lane NEWPORT NEWS VA 23602",37.1065094,-76.4801591,250,"l935"
"37.0918659,-76.3963319","23 Semple Farm Road HAMPTON VA 23666",37.0918659,-76.3963319,54,"l936"
"37.0855775,-76.481492","11790 Jefferson Avenue Suite 200 NEWPORT NEWS VA 23606",37.0855775,-76.481492,205,"l937"
"37.0220952,-76.3344672","137 William R. Harvey Way Hampton University Eva C. Mitchell Hall HAMPTON VA 23668",37.0220952,-76.3344672,76,"l938"
"38.8502936,-77.4427894","14301 Braddock Road CENTREVILLE VA 20120",38.8502936,-77.4427894,70,"l939"
"37.7651786,-77.453517","117 Frances Road ASHLAND VA 23005",37.7651786,-77.453517,110,"l940"
"36.9100076,-76.2564499","7441 Tidewater Drive NORFOLK VA 23505",36.9100076,-76.2564499,35,"l941"
"36.8416909,-76.0591704","2548 Virginia Beach Boulevard VIRGINIA BEACH VA 23452",36.8416909,-76.0591704,71,"l942"
"38.8398754,-77.4287132","13923 Braddock Road CENTREVILLE VA 20120",38.8398754,-77.4287132,80,"l943"
"36.6875346,-79.8696493","37 Ellsworth Street MARTINSVILLE VA 24112",36.6875346,-79.8696493,39,"l944"
"36.8249832,-82.7734984","711 Orby Cantrell Hwy BIG STONE GAP VA 24219",36.8249832,-82.7734984,33,"l945"
"38.933267,-77.4146577","2730 Centreville Road HERNDON VA 20171",38.933267,-77.4146577,80,"l946"
"38.8328606,-77.1140205","5001 Seminary Road Suite 109 ALEXANDRIA VA 22311",38.8328606,-77.1140205,53,"l947"
"38.8915084,-77.2720386","325 Nutley Street VIENNA VA 22180",38.8915084,-77.2720386,45,"l948"
"36.815623,-76.266426","1227 Translyvania Avenue CHESAPEAKE VA 23324",36.815623,-76.266426,75,"l949"
"37.0146447,-76.6336111","9311 Hardy Circle SMITHFIELD VA 23430",37.0146447,-76.6336111,75,"l950"
"37.5037814,-75.8528053","5432 Bayside Road EXMORE VA 23350",37.5037814,-75.8528053,100,"l951"
"38.4483983,-78.8646716","281-282 East Market Street HARRISONBURG VA 22801",38.4483983,-78.8646716,111,"l952"
"37.2239792,-77.4201102","1017 W. Washington Street PETERSBURG VA 23803",37.2239792,-77.4201102,162,"l953"
"37.6040043,-77.4722138","2300 Dumbarton Road HENRICO VA 23228",37.6040043,-77.4722138,175,"l954"
"38.904091,-77.1735895","6616 Haycock Road FALLS CHURCH VA 22043",38.904091,-77.1735895,80,"l955"
"38.7498688,-77.1415743","7633 Telegraph Road ALEXANDRIA VA 22310",38.7498688,-77.1415743,100,"l956"
"36.8707975,-76.1486192","4621 Crossborough Rd. VIRGINIA BEACH VA 23455",36.8707975,-76.1486192,99,"l957"
"38.8095607,-77.6252867","6800 Piedmont Center Plaza GAINESVILLE VA 20155",38.8095607,-77.6252867,326,"l958"
"37.2050672,-82.2923286","183 Main Street HAYSI VA 24256",37.2050672,-82.2923286,20,"l959"
"38.271566,-77.517782","5325 Harrison Road FREDERICKSBURG VA 22407",38.271566,-77.517782,200,"l960"
"37.2093307,-76.6171725","8901 Pocahontas Trail WILLIAMSBURG VA 23185",37.2093307,-76.6171725,39,"l961"
"37.3643053,-76.7694496","7311 Richmond Road WILLIAMSBURG VA 23188",37.3643053,-76.7694496,39,"l962"
"37.1401652,-80.3518648","75 Hampton Blvd. CHRISTIANSBURG VA 24073",37.1401652,-80.3518648,50,"l963"
"38.6511841,-78.2673031","11576 Lee Highway SPERRYVILLE VA 22740",38.6511841,-78.2673031,22,"l964"
"37.5222739,-77.3471771","4897 Finlay Street RICHMOND VA 23231",37.5222739,-77.3471771,60,"l965"
"37.4128171,-79.1881164","2800 Hill Street LYNCHBURG VA 24501",37.4128171,-79.1881164,49,"l966"
"37.1808318,-79.6199991","1077 Town Circle Way MONETA VA 24121",37.1808318,-79.6199991,90,"l967"
"37.5966178,-77.6084975","10613 Patterson Avenue HENRICO VA 23238",37.5966178,-77.6084975,97,"l968"
"38.9154151,-77.4956942","25350 Poland Road CHANTILLY VA 20152",38.9154151,-77.4956942,120,"l969"
"36.5668235,-79.4062028","1003 Neathery Lane DANVILLE VA 24541",36.5668235,-79.4062028,87,"l970"
"37.5706446,-77.3797245","3401 Harvie Road HENRICO VA 23223",37.5706446,-77.3797245,150,"l971"
"37.6602419,-77.6142442","12101 Liesfeld Farm Drive GLEN ALLEN VA 23059",37.6602419,-77.6142442,200,"l972"
"37.5340666,-77.3205068","201 Jennings Road HIGHLAND SPRINGS VA 23075",37.5340666,-77.3205068,200,"l973"
"37.5801065,-77.4009368","3909 Austin Avenue RICHMOND VA 23222",37.5801065,-77.4009368,200,"l974"
"37.6708148,-77.4877125","10960 Greenwood Road GLEN ALLEN VA 23059",37.6708148,-77.4877125,200,"l975"
"37.596967,-77.4281451","500 Meriwether Avenue RICHMOND VA 23222",37.596967,-77.4281451,200,"l976"
"37.5676649,-77.3892011","2901 Thalen Street RICHMOND VA 23223",37.5676649,-77.3892011,200,"l977"
"37.6945878,-77.6146795","12200 Wyndham Lake Drive GLEN ALLEN VA 23059",37.6945878,-77.6146795,200,"l978"
"37.6182046,-77.5374442","2401 Skipwith Road HENRICO VA 23294",37.6182046,-77.5374442,200,"l979"
"37.6381601,-77.4921097","2300 Trevvett Drive HENRICO VA 23228",37.6381601,-77.4921097,200,"l980"
"37.4674789,-77.324994","3400 Darbytown Road RICHMOND VA 23231",37.4674789,-77.324994,200,"l981"
"37.6208501,-77.4215354","6900 Wilkinson Road RICHMOND VA 23227",37.6208501,-77.4215354,200,"l982"
"37.5195667,-77.3757776","2820 Williamsburg Road RICHMOND VA 23231",37.5195667,-77.3757776,50,"l983"
"37.638749,-77.519381","9000 Hungary Spring Road HENRICO VA 23228",37.638749,-77.519381,140,"l984"
"37.482184,-77.3668068","6651 Willson Road HENRICO VA 23231",37.482184,-77.3668068,140,"l985"
"36.8490314,-79.9284831","200 Henry School Road HENRY VA 24102",36.8490314,-79.9284831,50,"l986"
"36.7494845,-79.4092147","1461 Dry Fork Road DRY FORK VA 24549",36.7494845,-79.4092147,18,"l987"
"39.1596907,-77.982118","224 Mosby Blvd. BERRYVILLE VA 22611",39.1596907,-77.982118,110,"l988"
"38.9638553,-77.3794448","530 Huntmar Park Drive Suite 800B HERNDON VA 20170",38.9638553,-77.3794448,134,"l989"
"38.9759357,-77.376661","630 Dranesville Road HERNDON VA 20170",38.9759357,-77.376661,140,"l990"
"38.9845188,-77.3757776","701 Bennett Street HERNDON VA 20170",38.9845188,-77.3757776,140,"l991"
"37.0658375,-76.510163","501 Blount Point Road NEWPORT NEWS VA 23606",37.0658375,-76.510163,90,"l992"
"38.8427369,-77.1362025","5920-B Summers Lane FALLS CHURCH VA 22041",38.8427369,-77.1362025,200,"l993"
"38.865606,-77.151744","6201 Leesburg Pike Suite 5 FALLS CHURCH VA 22044",38.865606,-77.151744,48,"l994"
"38.9212905,-77.510255","25152 Elk Lick Road CHANTILLY VA 20152",38.9212905,-77.510255,70,"l995"
"38.8904823,-77.4361578","14155 F & G Sullyfield Circle CHANTILLY VA 20151",38.8904823,-77.4361578,110,"l996"
"38.4099526,-79.5867691","61 Highland Center Drive MONTEREY VA 24465",38.4099526,-79.5867691,37,"l997"
"38.7345178,-77.8017915","597 Broadview Avenue WARRENTON VA 20186-2007",38.7345178,-77.8017915,275,"l998"
"38.07219,-78.478813","601 Hillsdale Drive CHARLOTTESVILLE VA 22901",38.07219,-78.478813,120,"l999"
"39.0208457,-77.5140046","43000 Ellzey Drive ASHBURN VA 20148",39.0208457,-77.5140046,72,"l1000"
"36.7568703,-80.7369024","205 Oak Street HILLSVILLE VA 24343",36.7568703,-80.7369024,36,"l1001"
"37.0285843,-76.4640332","225 River Road NEWPORT NEWS VA 23601",37.0285843,-76.4640332,90,"l1002"
"36.8301923,-76.0977674","3620 South Plaza Trail VIRGINIA BEACH VA 23452",36.8301923,-76.0977674,65,"l1003"
"38.7505385,-77.0726132","2310 Nordok Place ALEXANDRIA VA 22306",38.7505385,-77.0726132,100,"l1004"
"38.8900581,-77.224753","2455 Gallows Road DUNN LORING VA 22027",38.8900581,-77.224753,76,"l1005"
"38.3598516,-77.5309953","250 Stafford Lakes Parkway FREDERICKSBURG VA 22406",38.3598516,-77.5309953,75,"l1006"
"38.2970292,-77.4764711","1009 Stafford Avenue FREDERICKSBURG VA 22401-5418",38.2970292,-77.4764711,66,"l1007"
"38.6463546,-77.3212248","14160 Ferndale Road WOODBRIDGE VA 22193",38.6463546,-77.3212248,140,"l1008"
"38.8127242,-77.2481487","8800 Braddock Road ANNANDALE VA 22003",38.8127242,-77.2481487,155,"l1009"
"37.1372686,-80.3483672","95 Patricia Lane NE CHRISTIANSBURG VA 24073",37.1372686,-80.3483672,90,"l1010"
"36.8707544,-76.1371141","4698 Honeygrove Road Ste.101 VIRGINIA BEACH VA 23455",36.8707544,-76.1371141,120,"l1011"
"37.3231842,-79.9403872","217 Hershberger Road ROANOKE VA 24012",37.3231842,-79.9403872,58,"l1012"
"37.2779991,-80.0179034","2111 Roanoke Blvd SALEM VA 24153",37.2779991,-80.0179034,160,"l1013"
"37.2803701,-79.8642788","2308 Washington Avenue VINTON VA 24179",37.2803701,-79.8642788,160,"l1014"
"37.3062115,-79.8919373","1530 Patrick Road ROANOKE VA 24012",37.3062115,-79.8919373,225,"l1015"
"37.2635535,-80.0330141","1980 Electric Road SALEM VA 24153",37.2635535,-80.0330141,238,"l1016"
"37.3508247,-79.9523524","7507 Plantation Road ROANOKE VA 24019",37.3508247,-79.9523524,230,"l1017"
"37.2883212,-79.9005754","2619 Belle Avenue ROANOKE VA 24012",37.2883212,-79.9005754,39,"l1018"
"37.2220153,-79.9670494","4330 Franklin Road S.W. ROANOKE VA 24014",37.2220153,-79.9670494,291,"l1019"
"37.2430444,-80.0273246","2230 Electric Road ROANOKE VA 24018",37.2430444,-80.0273246,120,"l1020"
"37.2458949,-79.9463476","1824 Jefferson Street S.E. ROANOKE VA 24014",37.2458949,-79.9463476,200,"l1021"
"37.1022005,-79.8173521","7000 Booker T. Washington Highway WIRTZ VA 24184",37.1022005,-79.8173521,80,"l1022"
"37.2362167,-79.9714194","628 Townside Road SW ROANOKE VA 24014",37.2362167,-79.9714194,142,"l1023"
"38.8091571,-77.0526833","1224 Princess Street ALEXANDRIA VA 22314",38.8091571,-77.0526833,75,"l1024"
"38.9558256,-77.3769972","200 Fairbrook Drive Suite 103 HERNDON VA 20170",38.9558256,-77.3769972,120,"l1025"
"38.6641042,-78.4576549","15 Cave Street LURAY VA 22835",38.6641042,-78.4576549,85,"l1026"
"38.5752428,-78.508134","215 West Main Street Suite B STANLEY VA 22851",38.5752428,-78.508134,85,"l1027"
"39.04481,-77.385388","46665 Broadmore Drive STERLING VA 20165",39.04481,-77.385388,72,"l1028"
"38.8488287,-77.359701","4600 Holly Avenue FAIRFAX VA 22030",38.8488287,-77.359701,150,"l1029"
"38.9623916,-77.3472258","1710 Clubhouse Road RESTON VA 20190",38.9623916,-77.3472258,88,"l1030"
"37.6406974,-76.5741537","221 Marston Avenue URBANNA VA 23175",37.6406974,-76.5741537,58,"l1031"
"37.5141619,-77.3491738","5255 S. Laburnum Avenue HENRICO VA 23231",37.5141619,-77.3491738,28,"l1032"
"38.9222574,-77.5806542","41135 Collaboration Drive ALDIE VA 20105",38.9222574,-77.5806542,72,"l1033"
"37.0334845,-76.4044438","1424 Aberdeen Road HAMPTON VA 23666",37.0334845,-76.4044438,50,"l1034"
"36.8540903,-76.2763778","975 Bagnall Road NORFOLK VA 23504",36.8540903,-76.2763778,43,"l1035"
"36.7995967,-76.2578066","2603 Broad Street CHESAPEAKE VA 23324",36.7995967,-76.2578066,119,"l1036"
"36.7990464,-76.3634317","1218 Cavalier Boulevard PORTSMOUTH VA 23701",36.7990464,-76.3634317,99,"l1037"
"36.8653909,-76.4036625","120 American Legion Road CHESAPEAKE VA 23321",36.8653909,-76.4036625,90,"l1038"
"36.9947346,-76.3988459","392 Maple Avenue NEWPORT NEWS VA 23607",36.9947346,-76.3988459,15,"l1039"
"37.1269794,-76.5362156","14302 Old Courthouse Way NEWPORT NEWS VA 23602",37.1269794,-76.5362156,80,"l1040"
"36.840524,-76.2501115","2971 Kimball Circle NORFOLK VA 23504",36.840524,-76.2501115,53,"l1041"
"36.9788525,-76.4188059","610 Hampton Avenue NEWPORT NEWS VA 23607",36.9788525,-76.4188059,140,"l1042"
"36.8312815,-76.3305988","2430 Turnpike Road PORTSMOUTH VA 23704",36.8312815,-76.3305988,16,"l1043"
"37.0285955,-76.4206704","331 Big Bethel Road HAMPTON VA 23666",37.0285955,-76.4206704,160,"l1044"
"36.9085872,-76.2363927","7241 Oakmont Drive NORFOLK VA 23513",36.9085872,-76.2363927,20,"l1045"
"36.8060166,-76.3760828","3303 Airline Boulevard Suite 1-A PORTSMOUTH VA 23701",36.8060166,-76.3760828,114,"l1046"
"36.8473629,-76.2823802","921 Holt Street NORFOLK VA 23504",36.8473629,-76.2823802,100,"l1047"
"36.9750279,-76.4166544","612 16th Street NEWPORT NEWS VA 23607",36.9750279,-76.4166544,20,"l1048"
"36.8984971,-76.2366416","1247 Bunsen Court NORFOLK VA 23513",36.8984971,-76.2366416,68,"l1049"
"38.3027643,-77.4867776","2100 Cowan Boulevard FREDERICKSBURG VA 22401",38.3027643,-77.4867776,50,"l1050"
"37.3036496,-79.5347456","1928 Moneta Road BEDFORD VA 24523",37.3036496,-79.5347456,16,"l1051"
"37.4292629,-79.1543682","1301 Rivermont Avenue LYNCHBURG VA 24504",37.4292629,-79.1543682,24,"l1052"
"38.7621707,-77.2434789","7107 Sydenstricker Road SPRINGFIELD VA 22152",38.7621707,-77.2434789,200,"l1053"
"38.9251633,-77.304845","2021 Hunter Mill Road VIENNA VA 22181",38.9251633,-77.304845,99,"l1054"
"38.893206,-77.3019727","2709 Hunter Mill Road OAKTON VA 22124",38.893206,-77.3019727,40,"l1055"
"38.9264448,-77.3449345","11550 Glade Drive RESTON VA 20191",38.9264448,-77.3449345,24,"l1056"
"38.9325357,-77.3613519","2401 Colts Neck Road RESTON VA 20191",38.9325357,-77.3613519,125,"l1057"
"37.384781,-82.000628","6911 Hurley Road Suite I Hurley Middle School HURLEY VA 24620",37.384781,-82.000628,25,"l1058"
